"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"South Africa","1996","Total","Male","St. John's Apostolic Church","Census - de facto - complete tabulation","Final figure, complete","2000","96473",""
"South Africa","1996","Total","Male","Zion Christian Church","Census - de facto - complete tabulation","Final figure, complete","2000","1774314",""
"South Africa","1996","Total","Male","Other Non-Christians","Census - de facto - complete tabulation","Final figure, complete","2000","861",""
"South Africa","1996","Total","Male","Full Gospel Church of God","Census - de facto - complete tabulation","Final figure, complete","2000","110544",""
"South Africa","1996","Total","Male","Other Adventist Churches","Census - de facto - complete tabulation","Final figure, complete","2000","34190",""
"South Africa","1996","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2000","21062687",""
"South Africa","1996","Total","Female","African Methodist Episcopal Church","Census - de facto - complete tabulation","Final figure, complete","2000","154059",""
"South Africa","1996","Total","Female","African Traditional Belief","Census - de facto - complete tabulation","Final figure, complete","2000","8891",""
"South Africa","1996","Total","Female","Afrikaanse Protestante Kerk","Census - de facto - complete tabulation","Final figure, complete","2000","12415",""
"South Africa","1996","Total","Female","Anglican","Census - de facto - complete tabulation","Final figure, complete","2000","783413",""
"South Africa","1996","Total","Female","Apostolic Faith Mission of SA","Census - de facto - complete tabulation","Final figure, complete","2000","603386",""
"South Africa","1996","Total","Female","Assembly of God","Census - de facto - complete tabulation","Final figure, complete","2000","161419",""
"South Africa","1996","Total","Female","Baha'i","Census - de facto - complete tabulation","Final figure, complete","2000","1228",""
"South Africa","1996","Total","Female","Bandla Lama Nazaretha","Census - de facto - complete tabulation","Final figure, complete","2000","250490",""
"South Africa","1996","Total","Female","Baptist","Census - de facto - complete tabulation","Final figure, complete","2000","161067",""
"South Africa","1996","Total","Female","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2000","1049",""
"South Africa","1996","Total","Female","Christian","Census - de facto - complete tabulation","Final figure, complete","2000","53771",""
"South Africa","1996","Total","Female","Christian Science","Census - de facto - complete tabulation","Final figure, complete","2000","1144",""
"South Africa","1996","Total","Female","Church of England","Census - de facto - complete tabulation","Final figure, complete","2000","65823",""
"South Africa","1996","Total","Female","Church of Jesus Christ of Latter-day Saints","Census - de facto - complete tabulation","Final figure, complete","2000","5035",""
"South Africa","1996","Total","Female","Confucian","Census - de facto - complete tabulation","Final figure, complete","2000","311",""
"South Africa","1996","Total","Female","Dutch Reformed","Census - de facto - complete tabulation","Final figure, complete","2000","1830536",""
"South Africa","1996","Total","Female","Ethiopian Churches","Census - de facto - complete tabulation","Final figure, complete","2000","254698",""
"South Africa","1996","Total","Female","Ethnic Churches","Census - de facto - complete tabulation","Final figure, complete","2000","19109",""
"South Africa","1996","Total","Female","Greek Orthodox","Census - de facto - complete tabulation","Final figure, complete","2000","9934",""
"South Africa","1996","Total","Female","Hindu","Census - de facto - complete tabulation","Final figure, complete","2000","274656",""
"South Africa","1996","Total","Female","International Fellowship of Christian Church","Census - de facto - complete tabulation","Final figure, complete","2000","19860",""
"South Africa","1996","Total","Female","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2000","91612",""
"South Africa","1996","Total","Female","Judaism","Census - de facto - complete tabulation","Final figure, complete","2000","35531",""
"South Africa","1996","Total","Female","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2000","552193",""
"South Africa","1996","Total","Female","Methodist","Census - de facto - complete tabulation","Final figure, complete","2000","1451825",""
"South Africa","1996","Total","Female","Muslim","Census - de facto - complete tabulation","Final figure, complete","2000","281248",""
"South Africa","1996","Total","Female","NA: Institution","Census - de facto - complete tabulation","Final figure, complete","2000","289957",""
"South Africa","1996","Total","Female","Nederduits Hervormde Kerk","Census - de facto - complete tabulation","Final figure, complete","2000","87960",""
"South Africa","1996","Total","Female","New Age","Census - de facto - complete tabulation","Final figure, complete","2000","1859",""
"South Africa","1996","Total","Female","New Apostolic","Census - de facto - complete tabulation","Final figure, complete","2000","109959",""
"South Africa","1996","Total","Female","Pentecostal","Census - de facto - complete tabulation","Final figure, complete","2000","75755",""
"South Africa","1996","Total","Female","Pinkster Protestante Kerk","Census - de facto - complete tabulation","Final figure, complete","2000","35561",""
"South Africa","1996","Total","Female","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2000","348505",""
"South Africa","1996","Total","Female","Reformed Churches","Census - de facto - complete tabulation","Final figure, complete","2000","98908",""
"South Africa","1996","Total","Female","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2000","1770880",""
"South Africa","1996","Total","Female","Salvation Army","Census - de facto - complete tabulation","Final figure, complete","2000","26797",""
"South Africa","1996","Total","Female","Seventh Day Adventist","Census - de facto - complete tabulation","Final figure, complete","2000","49523",""
"South Africa","1996","Total","Female","Taoist","Census - de facto - complete tabulation","Final figure, complete","2000","2228",""
"South Africa","1996","Total","Female","United Church","Census - de facto - complete tabulation","Final figure, complete","2000","182950",""
"South Africa","1996","Total","Female","Other African Apostolic Churches","Census - de facto - complete tabulation","Final figure, complete","2000","6999",""
"South Africa","1996","Total","Female","Other African Independent Churches","Census - de facto - complete tabulation","Final figure, complete","2000","123509",""
"South Africa","1996","Total","Female","Other Apostolic Churches","Census - de facto - complete tabulation","Final figure, complete","2000","1641589",""
"South Africa","1996","Total","Female","Other Assemblies","Census - de facto - complete tabulation","Final figure, complete","2000","41715",""
"South Africa","1996","Total","Female","Other Baptist Churches","Census - de facto - complete tabulation","Final figure, complete","2000","76078",""
"South Africa","1996","Total","Female","Other Catholic","Census - de facto - complete tabulation","Final figure, complete","2000","28841",""
"South Africa","1996","Total","Female","Other Charismatic Churches","Census - de facto - complete tabulation","Final figure, complete","2000","4662",""
"South Africa","1996","Total","Female","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2000","677005",""
"South Africa","1996","Total","Female","Other Congregational Churches","Census - de facto - complete tabulation","Final figure, complete","2000","45949",""
"South Africa","1996","Total","Female","Other Evangelical Churches","Census - de facto - complete tabulation","Final figure, complete","2000","349476",""
"South Africa","1996","Total","Female","Other Lutheran Churches","Census - de facto - complete tabulation","Final figure, complete","2000","9030",""
"South Africa","1996","Total","Female","Other Methodist Churches","Census - de facto - complete tabulation","Final figure, complete","2000","52848",""
"South Africa","1996","Total","Female","Other Orthodox Churches","Census - de facto - complete tabulation","Final figure, complete","2000","7495",""
"South Africa","1996","Total","Female","Other Pentecostal Churches","Census - de facto - complete tabulation","Final figure, complete","2000","212536",""
"South Africa","1996","Total","Female","Other Presbyterian Churches","Census - de facto - complete tabulation","Final figure, complete","2000","44407",""
"South Africa","1996","Total","Female","Other Zionist Churches","Census - de facto - complete tabulation","Final figure, complete","2000","1182437",""
"South Africa","1996","Total","Female","Refused to answer","Census - de facto - complete tabulation","Final figure, complete","2000","63790",""
"South Africa","1996","Total","Female","No Religion","Census - de facto - complete tabulation","Final figure, complete","2000","2095151",""
"South Africa","1996","Total","Female","Not Specified","Census - de facto - complete tabulation","Final figure, complete","2000","1856283",""
"South Africa","1996","Total","Female","St. Engenas Zion Christian Church","Census - de facto - complete tabulation","Final figure, complete","2000","7009",""
"South Africa","1996","Total","Female","St. John's Apostolic Church","Census - de facto - complete tabulation","Final figure, complete","2000","121132",""
"South Africa","1996","Total","Female","Zion Christian Church","Census - de facto - complete tabulation","Final figure, complete","2000","2080585",""
"South Africa","1996","Total","Female","Other Non-Christians","Census - de facto - complete tabulation","Final figure, complete","2000","992",""
"South Africa","1996","Total","Female","Full Gospel Church of God","Census - de facto - complete tabulation","Final figure, complete","2000","127215",""
"South Africa","1996","Total","Female","Other Adventist Churches","Census - de facto - complete tabulation","Final figure, complete","2000","40409",""
"Sri Lanka","2012","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2013","20263723",""
"Sri Lanka","2012","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2013","14222844",""
"Sri Lanka","2012","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2013","2554606",""
"Sri Lanka","2012","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2013","1967227",""
"Sri Lanka","2012","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","1237038",""
"Sri Lanka","2012","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2013","9440",""
"Sri Lanka","2012","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2013","272568",""
"Sri Lanka","2001","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2009","16929689","57"
"Sri Lanka","2001","Total","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2009","12986548","57"
"Sri Lanka","2001","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2009","1312970","57"
"Sri Lanka","2001","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2009","1435896","57"
"Sri Lanka","2001","Total","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2009","1035740","57"
"Sri Lanka","2001","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2009","8353","57"
"Sri Lanka","2001","Total","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2009","150182","57"
"Sri Lanka","2001","Total","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2009","8425607","57"
"Sri Lanka","2001","Total","Male","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2009","6463977","57"
"Sri Lanka","2001","Total","Male","Hindu","Census - de facto - complete tabulation","Final figure, complete","2009","664432","57"
"Sri Lanka","2001","Total","Male","Islam ","Census - de facto - complete tabulation","Final figure, complete","2009","721617","57"
"Sri Lanka","2001","Total","Male","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2009","500222","57"
"Sri Lanka","2001","Total","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2009","4296","57"
"Sri Lanka","2001","Total","Male","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2009","71063","57"
"Sri Lanka","2001","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2009","8504082","57"
"Sri Lanka","2001","Total","Female","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2009","6522571","57"
"Sri Lanka","2001","Total","Female","Hindu","Census - de facto - complete tabulation","Final figure, complete","2009","648538","57"
"Sri Lanka","2001","Total","Female","Islam ","Census - de facto - complete tabulation","Final figure, complete","2009","714279","57"
"Sri Lanka","2001","Total","Female","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2009","535518","57"
"Sri Lanka","2001","Total","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2009","4057","57"
"Sri Lanka","2001","Total","Female","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2009","79119","57"
"Sri Lanka","2001","Urban","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2009","2467301","57"
"Sri Lanka","2001","Urban","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2009","1303026","57"
"Sri Lanka","2001","Urban","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2009","290161","57"
"Sri Lanka","2001","Urban","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2009","494446","57"
"Sri Lanka","2001","Urban","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2009","316925","57"
"Sri Lanka","2001","Urban","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2009","3339","57"
"Sri Lanka","2001","Urban","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2009","59404","57"
"Sri Lanka","2001","Urban","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2009","1252173","57"
"Sri Lanka","2001","Urban","Male","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2009","666122","57"
"Sri Lanka","2001","Urban","Male","Hindu","Census - de facto - complete tabulation","Final figure, complete","2009","150434","57"
"Sri Lanka","2001","Urban","Male","Islam ","Census - de facto - complete tabulation","Final figure, complete","2009","252735","57"
"Sri Lanka","2001","Urban","Male","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2009","153332","57"
"Sri Lanka","2001","Urban","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2009","1724","57"
"Sri Lanka","2001","Urban","Male","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2009","27826","57"
"Sri Lanka","2001","Urban","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2009","1215128","57"
"Sri Lanka","2001","Urban","Female","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2009","636904","57"
"Sri Lanka","2001","Urban","Female","Hindu","Census - de facto - complete tabulation","Final figure, complete","2009","139727","57"
"Sri Lanka","2001","Urban","Female","Islam ","Census - de facto - complete tabulation","Final figure, complete","2009","241711","57"
"Sri Lanka","2001","Urban","Female","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2009","163593","57"
"Sri Lanka","2001","Urban","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2009","1615","57"
"Sri Lanka","2001","Urban","Female","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2009","31578","57"
"Sri Lanka","2001","Rural","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2009","14462388","57"
"Sri Lanka","2001","Rural","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2009","11683522","57"
"Sri Lanka","2001","Rural","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2009","1022809","57"
"Sri Lanka","2001","Rural","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2009","941450","57"
"Sri Lanka","2001","Rural","Both Sexes","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2009","718815","57"
"Sri Lanka","2001","Rural","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2009","5014","57"
"Sri Lanka","2001","Rural","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2009","90778","57"
"Sri Lanka","2001","Rural","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2009","7173434","57"
"Sri Lanka","2001","Rural","Male","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2009","5797855","57"
"Sri Lanka","2001","Rural","Male","Hindu","Census - de facto - complete tabulation","Final figure, complete","2009","513998","57"
"Sri Lanka","2001","Rural","Male","Islam ","Census - de facto - complete tabulation","Final figure, complete","2009","468882","57"
"Sri Lanka","2001","Rural","Male","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2009","346890","57"
"Sri Lanka","2001","Rural","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2009","2572","57"
"Sri Lanka","2001","Rural","Male","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2009","43237","57"
"Sri Lanka","2001","Rural","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2009","7288954","57"
"Sri Lanka","2001","Rural","Female","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2009","5885667","57"
"Sri Lanka","2001","Rural","Female","Hindu","Census - de facto - complete tabulation","Final figure, complete","2009","508811","57"
"Sri Lanka","2001","Rural","Female","Islam ","Census - de facto - complete tabulation","Final figure, complete","2009","472568","57"
"Sri Lanka","2001","Rural","Female","Roman Catholic","Census - de facto - complete tabulation","Final figure, complete","2009","371925","57"
"Sri Lanka","2001","Rural","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2009","2442","57"
"Sri Lanka","2001","Rural","Female","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2009","47541","57"
"State of Palestine","2007","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2013","3669244","47"
"State of Palestine","2007","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2013","43179","47"
"State of Palestine","2007","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2013","3568020","47"
"State of Palestine","2007","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2013","1051","47"
"State of Palestine","2007","Total","Both Sexes","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2013","56994","47"
"State of Palestine","2007","Total","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2013","1862027","47"
"State of Palestine","2007","Total","Male","Christian","Census - de facto - complete tabulation","Final figure, complete","2013","20947","47"
"State of Palestine","2007","Total","Male","Islam ","Census - de facto - complete tabulation","Final figure, complete","2013","1811134","47"
"State of Palestine","2007","Total","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2013","488","47"
"State of Palestine","2007","Total","Male","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2013","29458","47"
"State of Palestine","2007","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2013","1807217","47"
"State of Palestine","2007","Total","Female","Christian","Census - de facto - complete tabulation","Final figure, complete","2013","22232","47"
"State of Palestine","2007","Total","Female","Islam ","Census - de facto - complete tabulation","Final figure, complete","2013","1756886","47"
"State of Palestine","2007","Total","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2013","563","47"
"State of Palestine","2007","Total","Female","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2013","27536","47"
"State of Palestine","2007","Urban","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2013","3040039","47,58"
"State of Palestine","2007","Urban","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2013","36648","47,58"
"State of Palestine","2007","Urban","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2013","2952275","47,58"
"State of Palestine","2007","Urban","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2013","932","47,58"
"State of Palestine","2007","Urban","Both Sexes","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2013","50184","47,58"
"State of Palestine","2007","Urban","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2013","1542604","47,58"
"State of Palestine","2007","Urban","Male","Christian","Census - de facto - complete tabulation","Final figure, complete","2013","17691","47,58"
"State of Palestine","2007","Urban","Male","Islam ","Census - de facto - complete tabulation","Final figure, complete","2013","1498553","47,58"
"State of Palestine","2007","Urban","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2013","432","47,58"
"State of Palestine","2007","Urban","Male","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2013","25928","47,58"
"State of Palestine","2007","Urban","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2013","1497435","47,58"
"State of Palestine","2007","Urban","Female","Christian","Census - de facto - complete tabulation","Final figure, complete","2013","18957","47,58"
"State of Palestine","2007","Urban","Female","Islam ","Census - de facto - complete tabulation","Final figure, complete","2013","1453722","47,58"
"State of Palestine","2007","Urban","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2013","500","47,58"
"State of Palestine","2007","Urban","Female","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2013","24256","47,58"
"State of Palestine","2007","Rural","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2013","629205","47"
"State of Palestine","2007","Rural","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2013","6531","47"
"State of Palestine","2007","Rural","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2013","615745","47"
"State of Palestine","2007","Rural","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2013","119","47"
"State of Palestine","2007","Rural","Both Sexes","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2013","6810","47"
"State of Palestine","2007","Rural","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2013","319423","47"
"State of Palestine","2007","Rural","Male","Christian","Census - de facto - complete tabulation","Final figure, complete","2013","3256","47"
"State of Palestine","2007","Rural","Male","Islam ","Census - de facto - complete tabulation","Final figure, complete","2013","312581","47"
"State of Palestine","2007","Rural","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2013","56","47"
"State of Palestine","2007","Rural","Male","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2013","3530","47"
"State of Palestine","2007","Rural","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2013","309782","47"
"State of Palestine","2007","Rural","Female","Christian","Census - de facto - complete tabulation","Final figure, complete","2013","3275","47"
"State of Palestine","2007","Rural","Female","Islam ","Census - de facto - complete tabulation","Final figure, complete","2013","303164","47"
"State of Palestine","2007","Rural","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2013","63","47"
"State of Palestine","2007","Rural","Female","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2013","3280","47"
"State of Palestine","1997","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2001","2597616","59,60"
"State of Palestine","1997","Total","Both Sexes","Christian","Census - de facto - complete tabulation","Final figure, complete","2001","40055","59,60"
"State of Palestine","1997","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2001","2556859","59,60"
"State of Palestine","1997","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2001","300","59,60"
"State of Palestine","1997","Total","Both Sexes","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2001","402","59,60"
"State of Palestine","1997","Total","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2001","1320988","59,60"
"State of Palestine","1997","Total","Male","Christian","Census - de facto - complete tabulation","Final figure, complete","2001","19783","59,60"
"State of Palestine","1997","Total","Male","Islam ","Census - de facto - complete tabulation","Final figure, complete","2001","1300839","59,60"
"State of Palestine","1997","Total","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2001","162","59,60"
"State of Palestine","1997","Total","Male","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2001","204","59,60"
"State of Palestine","1997","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2001","1276628","59,60"
"State of Palestine","1997","Total","Female","Christian","Census - de facto - complete tabulation","Final figure, complete","2001","20272","59,60"
"State of Palestine","1997","Total","Female","Islam ","Census - de facto - complete tabulation","Final figure, complete","2001","1256020","59,60"
"State of Palestine","1997","Total","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2001","138","59,60"
"State of Palestine","1997","Total","Female","Not Stated","Census - de facto - complete tabulation","Final figure, complete","2001","198","59,60"
"Suriname","2012","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2015","541638",""
"Suriname","2012","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2015","262320",""
"Suriname","2012","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2015","120623",""
"Suriname","2012","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2015","75053",""
"Suriname","2012","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2015","66560",""
"Suriname","2012","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2015","17082",""
"Suriname","2004","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2007","492829",""
"Suriname","2004","Total","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2007","200744",""
"Suriname","2004","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2007","98240",""
"Suriname","2004","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2007","66307",""
"Suriname","2004","Total","Both Sexes","Traditional","Census - de jure - complete tabulation","Final figure, complete","2007","16291",""
"Suriname","2004","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2007","12258",""
"Suriname","2004","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2007","77204",""
"Suriname","2004","Total","Both Sexes","None","Census - de jure - complete tabulation","Final figure, complete","2007","21785",""
"Suriname","2004","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2007","247846","61"
"Suriname","2004","Total","Male","Christian","Census - de jure - complete tabulation","Final figure, complete","2007","99324","61"
"Suriname","2004","Total","Male","Hindu","Census - de jure - complete tabulation","Final figure, complete","2007","50151","61"
"Suriname","2004","Total","Male","Islam ","Census - de jure - complete tabulation","Final figure, complete","2007","34744","61"
"Suriname","2004","Total","Male","Traditional","Census - de jure - complete tabulation","Final figure, complete","2007","7402","61"
"Suriname","2004","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2007","6116","61"
"Suriname","2004","Total","Male","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2007","39176","61"
"Suriname","2004","Total","Male","None","Census - de jure - complete tabulation","Final figure, complete","2007","10933","61"
"Suriname","2004","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2007","244618","61"
"Suriname","2004","Total","Female","Christian","Census - de jure - complete tabulation","Final figure, complete","2007","101387","61"
"Suriname","2004","Total","Female","Hindu","Census - de jure - complete tabulation","Final figure, complete","2007","48086","61"
"Suriname","2004","Total","Female","Islam ","Census - de jure - complete tabulation","Final figure, complete","2007","31545","61"
"Suriname","2004","Total","Female","Traditional","Census - de jure - complete tabulation","Final figure, complete","2007","8889","61"
"Suriname","2004","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2007","6141","61"
"Suriname","2004","Total","Female","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2007","37719","61"
"Suriname","2004","Total","Female","None","Census - de jure - complete tabulation","Final figure, complete","2007","10851","61"
"Suriname","2004","Urban","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2007","328932","62"
"Suriname","2004","Urban","Both Sexes","Christian","Census - de jure - complete tabulation","Final figure, complete","2007","142027","62"
"Suriname","2004","Urban","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2007","67935","62"
"Suriname","2004","Urban","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2007","41470","62"
"Suriname","2004","Urban","Both Sexes","Traditional","Census - de jure - complete tabulation","Final figure, complete","2007","4251","62"
"Suriname","2004","Urban","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2007","7783","62"
"Suriname","2004","Urban","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2007","53588","62"
"Suriname","2004","Urban","Both Sexes","None","Census - de jure - complete tabulation","Final figure, complete","2007","11878","62"
"Suriname","2004","Urban","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2007","164297","61,62"
"Suriname","2004","Urban","Male","Christian","Census - de jure - complete tabulation","Final figure, complete","2007","68732","61,62"
"Suriname","2004","Urban","Male","Hindu","Census - de jure - complete tabulation","Final figure, complete","2007","34490","61,62"
"Suriname","2004","Urban","Male","Islam ","Census - de jure - complete tabulation","Final figure, complete","2007","21595","61,62"
"Suriname","2004","Urban","Male","Traditional","Census - de jure - complete tabulation","Final figure, complete","2007","2119","61,62"
"Suriname","2004","Urban","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2007","3881","61,62"
"Suriname","2004","Urban","Male","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2007","27139","61,62"
"Suriname","2004","Urban","Male","None","Census - de jure - complete tabulation","Final figure, complete","2007","6341","61,62"
"Suriname","2004","Urban","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2007","164370","61,62"
"Suriname","2004","Urban","Female","Christian","Census - de jure - complete tabulation","Final figure, complete","2007","73263","61,62"
"Suriname","2004","Urban","Female","Hindu","Census - de jure - complete tabulation","Final figure, complete","2007","33443","61,62"
"Suriname","2004","Urban","Female","Islam ","Census - de jure - complete tabulation","Final figure, complete","2007","19865","61,62"
"Suriname","2004","Urban","Female","Traditional","Census - de jure - complete tabulation","Final figure, complete","2007","2132","61,62"
"Suriname","2004","Urban","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2007","3901","61,62"
"Suriname","2004","Urban","Female","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2007","26229","61,62"
"Suriname","2004","Urban","Female","None","Census - de jure - complete tabulation","Final figure, complete","2007","5537","61,62"
"Suriname","2004","Rural","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2007","163897","62"
